trajectory,step,t,x,v,scenario,m,c,k_slg,k_slg_role,g_global,e,x0,v0,ground,k_g,c_g,split
0,31,0.62,0.3753179232855572,-0.6143045901167364,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,32,0.64,0.3628747202271005,-0.6298645489484996,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,33,0.66,0.350129417274024,-0.6445131588146782,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,34,0.68,0.33710032272307555,-0.6582424842901878,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,35,0.7000000000000001,0.3238058918111512,-0.6710457661974151,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,36,0.72,0.31026470323016636,-0.6829174173974474,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,37,0.74,0.2964954357396401,-0.693853017230845,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,38,0.76,0.2825168449037976,-0.7038493046286302,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,39,0.78,0.26834773997956773,-0.7129041699155394,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,40,0.8,0.2540069609813995,-0.7210166453289082,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,41,0.8200000000000001,0.23951335594834028,-0.7281868942778424,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,42,0.84,0.22488575843831235,-0.734416199368574,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,43,0.86,0.21014296527399634,-0.7397069492230943,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,44,0.88,0.19530371456417442,-0.7440626241193136,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,45,0.9,0.1803866640238112,-0.7474877804821027,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,46,0.92,0.1654103696155527,-0.749988034255634,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,47,0.9400000000000001,0.15039326453470406,-0.7515700431884511,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,48,0.96,0.1353536385591096,-0.7522414880636673,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,49,0.98,0.12030961778470065,-0.752011052907605,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,50,1,0.10527914476680206,-0.7508884042110607,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,51,1.02,0.09027995908659606,-0.7488841691981967,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,52,1.04,0.07532957836143458,-0.7460099131788293,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,53,1.06,0.06044527971696842,-0.7422781160206019,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,54,1.08,0.04564408173832486,-0.7377021477781991,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,55,1.1,0.03094272691681647,-0.7322962435173701,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,56,1.12,0.01635766460790219,-0.7260754773720999,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,57,1.1400000000000001,0.0019050345153503127,-0.7190557358737739,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,58,1.16,-0.012399349284229118,-0.7112536905916489,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,59,1.18,-0.02654001376310498,-0.702686770124347,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,60,1.2,-0.04050184179781961,-0.693373131482454,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,61,1.22,-0.054270086446482686,-0.6833316309026048,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,62,1.24,-0.06783038463700011,-0.6725817941336986,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,63,1.26,-0.08116877025608883,-0.6611437862360879,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,64,1.28,-0.09427168662974662,-0.649038380934744,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,65,1.3,-0.10712599838666753,-0.6362869295674979,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,66,1.32,-0.11971900269691578,-0.622911329669518,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,67,1.34,-0.13203843987899463,-0.6089339932351826,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,68,1.36,-0.14407250336926938,-0.5943778146984651,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,69,1.3800000000000001,-0.15580984904852507,-0.5792661386728538,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,70,1.4000000000000001,-0.1672396039212589,-0.5636227274916891,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,71,1.42,-0.17835137414412264,-0.5474717285896104,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,72,1.44,-0.18913525240074272,-0.5308376417655718,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,73,1.46,-0.1995818246209512,-0.513745286367606,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,74,1.48,-0.20968217604326195,-0.49621976843918614,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,75,1.5,-0.2194278966202194,-0.47828644786667285,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,76,1.52,-0.22881108576703313,-0.4599709055669149,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,77,1.54,-0.2378243564546881,-0.44129891075362093,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,78,1.56,-0.2464608386494882,-0.42229638832062244,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,79,1.58,-0.25471418210174746,-0.4029893863796126,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,80,1.6,-0.2625785584870902,-0.38340404398937034,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,81,1.62,-0.2700486629045537,-0.3635665591128649,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,82,1.6400000000000001,-0.2771197147364106,-0.3435031568379883,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,83,1.6600000000000001,-0.28378745787533505,-0.32324005789697424,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,84,1.68,-0.2900481603252305,-0.30280344751884386,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,85,1.7,-0.29589861318271765,-0.28221944464846405,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,86,1.72,-0.30133612900694334,-0.26151407156501794,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,87,1.74,-0.30635853958602044,-0.24071322393187117,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,88,1.76,-0.310964193109039,-0.21984264130897013,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,89,1.78,-0.31515195075320396,-0.19892787815803542,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,90,1.8,-0.31892118269624964,-0.17799427536991067,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,91,1.82,-0.3222717635648609,-0.15706693234250127,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,92,1.84,-0.3252040673303886,-0.13617067963678575,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,93,1.86,-0.3277189616636877,-0.11533005223740883,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,94,1.8800000000000001,-0.3298178017614269,-0.09456926344336977,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,95,1.9000000000000001,-0.33150242365671734,-0.07391217941330466,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,96,1.92,-0.3327751370273899,-0.05338229438882698,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,97,1.94,-0.3336387175157072,-0.033002706618340164,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,98,1.96,-0.33409639857373546,-0.012796095002668912,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,99,1.98,-0.33415186284901716,0.00721530351722479,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,100,2,-0.33380923312557903,0.027009715811269076,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,101,2.02,-0.3330730628356842,0.04656585363198624,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,102,2.04,-0.3319483261580853,0.06586293388992195,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,103,2.06,-0.3304404077188643,0.08488069811697212,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,104,2.08,-0.32855509191125126,0.10359943110291041,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,105,2.1,-0.32629855185109324,0.12199997869155668,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,106,2.12,-0.3236773379849086,0.14006376472416696,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,107,2.14,-0.32069836636769616,0.1577728071187696,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,108,2.16,-0.31736890662788336,0.17510973307531782,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,109,2.18,-0.313696569636989,0.19205779339767398,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,110,2.2,-0.3096892949017445,0.20860087592458515,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,111,2.22,-0.3053553376965624,0.22472351806295135,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,112,2.24,-0.3007032559543637,0.2404109184178255,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,113,2.2600000000000002,-0.29574189693387587,0.25564894751471634,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,114,2.2800000000000002,-0.29048038368159046,0.270424157610892,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,115,2.3000000000000003,-0.2849281013066231,0.28472379159349936,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,116,2.32,-0.27909468308675367,0.29853579096342414,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,117,2.34,-0.2729899964239319,0.31184880290491507,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,118,2.36,-0.26662412866752483,0.324652186442083,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,119,2.38,-0.26000737282354824,0.3369360176844603,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,120,2.4,-0.2531502131680698,0.34869109416486727,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,121,2.42,-0.2460633107828972,0.35990893827387777,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,122,2.44,-0.2387574890315675,0.37058179979620665,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,123,2.46,-0.23124371899353727,0.3807026575553544,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,124,2.48,-0.22353310487433736,0.3902652201738391,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,125,2.5,-0.21563686940929838,0.3992639259573222,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,126,2.52,-0.20756633927827864,0.40769394191188923,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,127,2.54,-0.19933293054863047,0.4155511619046828,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,128,2.56,-0.1909481341634287,0.4228322039789963,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,129,2.58,-0.1824235014917534,0.4295344068358293,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,130,2.6,-0.1737706299575702,0.43565582549476983,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,131,2.62,-0.16500114876348634,0.4411952261479125,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,132,2.64,-0.15612670472537757,0.44615208022133845,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,133,2.66,-0.1471589482335827,0.4505265576594739,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,134,2.68,-0.13810951935604904,0.4543195194484103,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,135,2.7,-0.12899003409848203,0.45753250939500517,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
0,136,2.72,-0.11981207083620965,0.4601677451792947,spring,0.6321875681169331,0.33091247929260137,1.890217063948512,k,9.81,0.6502640788443387,0.5256639048457146,0.22364064294379205,rigid,2500,90,train
